act_symbol,date,period,sales,cost_of_goods,gross_profit,selling_administrative_depreciation_amortization_expenses,income_after_depreciation_and_amortization,non_operating_income,interest_expense,pretax_income,income_taxes,minority_interest,investment_gains,other_income,income_from_continuing_operations,extras_and_discontinued_operations,net_income,income_before_depreciation_and_amortization,depreciation_and_amortization,average_shares,diluted_eps_before_non_recurring_items,diluted_net_eps
AAWW,2016-12-31,Year,1840000000,275000000,1565000000,1396000000,168000000,2000000,81000000,89000000,47000000,0,0,0,43000000,-1000000,42000000,336000000,167000000,25120000,4.50,1.65
AAWW,2017-03-31,Quarter,475390000,82430000,392960000,368920000,24040000,-3700000,19740000,590000,550000,0,0,0,40000,-790000,-750000,,,25740000,0.31,-0.03
AAWW,2017-06-30,Quarter,517370000,83490000,433880000,375410000,58470000,14040000,22740000,49780000,10740000,0,0,0,39040000,-110000,38940000,,,26790000,1.09,0.92
AAWW,2017-09-30,Quarter,535750000,74050000,461700000,408990000,52710000,-42090000,24630000,-14010000,10190000,0,0,0,-24200000,30000,-24160000,,,25260000,1.08,-0.96
AAWW,2017-12-31,Quarter,627950000,93080000,534870000,428120000,106750000,25450000,25180000,107010000,-102450000,0,0,0,209450000,-10000,209450000,,,27440000,2.43,8.71
AAWW,2017-12-31,Year,2156000000,333000000,1823000000,1581000000,242000000,-6000000,92000000,143000000,-81000000,0,0,0,224000000,-1000000,223000000,438000000,196000000,25850000,4.93,8.64
AAWW,2018-03-31,Quarter,590010000,96300000,493710000,453140000,40570000,-1540000,25590000,13440000,3810000,0,0,0,9630000,-20000,9610000,,,25960000,0.86,0.37
AAWW,2018-06-30,Quarter,666150000,129710000,536440000,475490000,60950000,-41370000,27720000,-8140000,12990000,0,0,0,-21120000,-30000,-21150000,,,25570000,1.75,-0.83
AAWW,2018-09-30,Quarter,656610000,119600000,537000000,482540000,54460000,46700000,30000000,71170000,30000,0,0,0,71140000,-10000,71130000,,,28750000,1.54,0.84
AAWW,2018-12-31,Quarter,764960000,121960000,643000000,515450000,127550000,136690000,31350000,232900000,21900000,0,0,0,211000000,-30000,210970000,,,27910000,3.12,4.84
AAWW,2018-12-31,Year,2678000000,468000000,2210000000,1927000000,284000000,140000000,115000000,309000000,39000000,0,0,0,271000000,0,271000000,548000000,265000000,28280000,7.27,5.22
AAWW,2019-03-31,Quarter,679680000,106320000,573360000,526490000,46870000,-41800000,29890000,-24820000,4890000,0,0,0,-29710000,0,-29710000,,,25740000,0.98,-1.15
AAWW,2019-06-30,Quarter,663920000,122160000,541760000,532790000,8970000,42630000,29420000,22190000,-64680000,0,0,0,86870000,0,86870000,,,26950000,0.17,1.61
AAWW,2019-09-30,Quarter,648540000,123130000,525410000,526290000,-880000,81840000,29260000,51690000,-8280000,0,0,0,59970000,0,59970000,,,25850000,0.37,2.32
AAWW,2019-12-31,Quarter,747050000,132220000,614830000,1130770000,-515940000,23600000,29480000,-521820000,-111570000,0,0,0,-410250000,0,-410250000,,,25870000,3.80,-14.13
AAWW,2019-12-31,Year,2739000000,484000000,2255000000,2716000000,-461000000,106000000,118000000,-473000000,-180000000,0,0,0,-293000000,0,-293000000,-144000000,317000000,25830000,5.24,-11.35
AAWW,2020-03-31,Quarter,643500000,108320000,535180000,474110000,61070000,200000,29080000,32190000,8830000,0,0,0,23350000,0,23350000,,,25970000,1.15,0.90
AAWW,2020-06-30,Quarter,825250000,83240000,742010000,621350000,120660000,20080000,28820000,111920000,33010000,0,0,0,78910000,0,78910000,,,26180000,4.71,3.01
AAWW,2020-09-30,Quarter,809890000,118110000,691770000,572590000,119180000,19300000,28320000,110170000,36120000,0,0,0,74050000,0,74050000,,,26620000,2.84,2.78
AAWW,2020-12-31,Quarter,932480000,130980000,801500000,607660000,193840000,76110000,27490000,242460000,58490000,0,0,0,183970000,0,183970000,,,29670000,4.83,6.81
AAWW,2020-12-31,Year,3211000000,441000000,2770000000,2276000000,495000000,116000000,114000000,497000000,136000000,0,0,0,360000000,0,360000000,823000000,328000000,26690000,13.67,13.50
AAWW,2021-03-31,Quarter,861300000,163550000,697750000,593550000,104200000,39550000,25910000,117850000,27920000,0,0,0,89930000,0,89930000,,,29480000,2.45,3.05
AAWW,2021-06-30,Quarter,990430000,214270000,776160000,616090000,160070000,5040000,25140000,139980000,32870000,0,0,0,107110000,0,107110000,,,30320000,4.10,3.53
AAWW,2021-09-30,Quarter,1016100000,216640000,799460000,615530000,183930000,-2980000,24840000,156120000,36580000,0,0,0,119540000,0,119540000,,,30550000,4.88,3.91
AAWW,2021-12-31,Quarter,1163000000,230470000,932530000,669450000,263080000,-6350000,23290000,233450000,56710000,0,0,0,176740000,0,176740000,,,31820000,7.05,5.67
AAWW,2021-12-31,Year,4031000000,825000000,3206000000,2495000000,711000000,35000000,99000000,647000000,154000000,0,0,0,493000000,0,493000000,1069000000,357000000,30540000,18.51,16.16
AAWW,2022-03-31,Quarter,1037160000,244340000,792820000,671420000,121400000,860000,16660000,105600000,24080000,0,0,0,81510000,0,81510000,,,34690000,2.99,2.38
AAWW,2022-06-30,Quarter,1179970000,385880000,794090000,661950000,132140000,-650000,16590000,114910000,26650000,0,0,0,88260000,0,88260000,,,33680000,3.36,2.65
AAWW,2022-09-30,Quarter,1124550000,352290000,772270000,680510000,91760000,2560000,16100000,78230000,18130000,0,0,0,60100000,0,60100000,,,34070000,2.69,1.79
AAWW,2022-12-31,Quarter,1207420000,353110000,854310000,677220000,177090000,5480000,19670000,162910000,36900000,0,0,0,126010000,0,126010000,,,34330000,5.17,3.70
AAWW,2022-12-31,Year,4549000000,1336000000,3213000000,2691000000,522000000,8000000,69000000,462000000,106000000,0,0,0,356000000,0,356000000,877000000,354000000,34190000,14.23,10.53
AAXN,2012-12-31,Year,115000000,47000000,68000000,45000000,23000000,0,0,23000000,8000000,0,0,0,15000000,0,15000000,29000000,7000000,54720000,0.24,0.27
AAXN,2013-12-31,Year,138000000,52000000,86000000,58000000,28000000,0,0,28000000,10000000,0,0,0,18000000,0,18000000,33000000,5000000,54150000,0.36,0.34
AAXN,2014-12-31,Year,165000000,63000000,102000000,69000000,33000000,0,0,32000000,12000000,0,0,0,20000000,0,20000000,38000000,5000000,54500000,0.37,0.37
AAXN,2015-12-31,Year,198000000,69000000,129000000,93000000,35000000,0,0,35000000,15000000,0,0,0,20000000,0,20000000,40000000,5000000,54640000,0.36,0.36
AAXN,2016-09-30,Quarter,71880000,25320000,46570000,35480000,11090000,-460000,0,10630000,6790000,0,0,0,3840000,0,3840000,,,53140000,0.07,0.07
AAXN,2016-12-31,Quarter,82080000,32310000,49770000,40350000,9420000,110000,0,9520000,3180000,0,0,0,6340000,0,6340000,,,53170000,0.12,0.12
AAXN,2016-12-31,Year,268000000,98000000,171000000,139000000,32000000,0,0,32000000,14000000,0,0,0,17000000,0,17000000,37000000,5000000,53540000,0.32,0.32
AAXN,2017-03-31,Quarter,79240000,30570000,48670000,43320000,5350000,210000,0,5560000,980000,0,0,0,4580000,0,4580000,,,53680000,0.07,0.09
AAXN,2017-06-30,Quarter,79640000,34010000,45640000,44810000,830000,1680000,0,2510000,230000,0,0,0,2280000,0,2280000,,,53770000,0.04,0.04
AAXN,2017-09-30,Quarter,90260000,40500000,49770000,50570000,-800000,1430000,0,630000,210000,0,0,0,420000,0,420000,,,53840000,0.01,0.01
AAXN,2017-12-31,Quarter,94650000,31640000,63020000,55370000,7650000,-580000,0,7070000,9140000,0,0,0,-2070000,0,-2070000,,,52910000,0.13,-0.04
AAXN,2017-12-31,Year,344000000,137000000,207000000,194000000,13000000,3000000,0,16000000,11000000,0,0,0,5000000,0,5000000,22000000,9000000,53900000,0.27,0.10
AAXN,2018-03-31,Quarter,101220000,36750000,64460000,50880000,13580000,1260000,0,14850000,1920000,0,0,0,12930000,0,12930000,,,54530000,0.24,0.24
AAXN,2018-06-30,Quarter,99230000,36080000,63140000,57840000,5300000,-300000,0,5000000,-3480000,0,0,0,8490000,0,8490000,,,57050000,0.15,0.15
AAXN,2018-09-30,Quarter,104840000,39200000,65630000,61670000,3960000,1270000,0,5240000,-470000,0,0,0,5710000,0,5710000,,,59810000,0.10,0.10
AAXN,2018-12-31,Quarter,114790000,49450000,65350000,63350000,2000000,1020000,0,3010000,930000,0,0,0,2080000,0,2080000,,,59670000,0.03,0.01
AAXN,2018-12-31,Year,420000000,161000000,259000000,234000000,25000000,3000000,0,28000000,-1000000,0,0,0,29000000,0,29000000,35000000,11000000,57920000,0.50,0.50
AAXN,2019-03-31,Quarter,115810000,46890000,68920000,66240000,2680000,2310000,0,4980000,-1440000,0,0,0,6420000,0,6420000,,,59750000,0.11,0.11
AAXN,2019-06-30,Quarter,112360000,46800000,65560000,66850000,-1290000,1850000,0,550000,-190000,0,0,0,740000,0,740000,,,60000000,0.01,0.01
AAXN,2019-09-30,Quarter,130840000,50670000,80170000,73550000,6620000,1820000,0,8440000,2330000,0,0,0,6100000,0,6100000,,,60060000,0.10,0.10
AAXN,2019-12-31,Quarter,171850000,79210000,92640000,107030000,-14390000,2490000,0,-11900000,480000,0,0,0,-12380000,0,-12380000,,,60260000,-0.21,-0.21
AAXN,2019-12-31,Year,531000000,224000000,307000000,314000000,-6000000,8000000,0,2000000,1000000,0,0,0,1000000,0,1000000,5000000,11000000,60020000,0.01,0.01
AAXN,2020-03-31,Quarter,147160000,58550000,88610000,89410000,-800000,940000,0,140000,-3930000,0,0,0,4070000,0,4070000,,,60390000,0.07,0.07
AAXN,2020-06-30,Quarter,141260000,53080000,88180000,101850000,-13670000,1610000,0,-12060000,18700000,0,0,0,-30760000,0,-30760000,,,60350000,-0.51,-0.51
AAXN,2020-09-30,Quarter,166440000,68200000,98240000,103690000,-5450000,2040000,0,-3410000,-2540000,0,0,0,-870000,0,-870000,,,63500000,-0.01,-0.01
AB,2012-12-31,Year,0,0,0,0,0,71000000,0,71000000,20000000,0,0,0,51000000,0,51000000,0,0,100170000,1.28,0.51
AB,2013-12-31,Year,0,0,0,0,0,186000000,0,186000000,20000000,0,0,0,166000000,0,166000000,0,0,97420000,1.78,1.71
AB,2014-12-31,Year,0,0,0,0,0,203000000,0,203000000,22000000,0,0,0,181000000,0,181000000,0,0,96800000,1.86,1.86
AB,2015-12-31,Year,0,0,0,0,0,213000000,0,213000000,24000000,0,0,0,188000000,0,188000000,0,0,99570000,1.87,1.89
AB,2016-09-30,Quarter,747590000,0,0,0,0,55930000,0,55930000,5670000,0,0,0,50260000,0,50260000,,,96480000,0.45,0.52
AB,2016-12-31,Quarter,786260000,0,0,0,0,76840000,0,76840000,5970000,0,0,0,70880000,0,70880000,,,94980000,0.67,0.74
AB,2016-12-31,Year,0,0,0,0,0,239000000,0,239000000,23000000,0,0,0,217000000,0,217000000,0,0,97390000,1.89,2.23
AB,2017-03-31,Quarter,764920000,0,0,0,0,49670000,0,49670000,5760000,0,0,0,43910000,0,43910000,,,96770000,0.46,0.46
AB,2017-06-30,Quarter,802310000,0,0,0,0,47950000,0,47950000,6210000,0,0,0,41740000,0,41740000,,,96490000,0.49,0.43
AB,2017-09-30,Quarter,812150000,0,0,0,0,49060000,0,49060000,5880000,0,0,0,43180000,0,43180000,,,93770000,0.51,0.46
AB,2017-12-31,Quarter,919140000,0,0,0,0,85730000,0,85730000,7130000,0,0,0,78590000,0,78590000,,,93640000,0.84,0.84
AB,2017-12-31,Year,0,0,0,0,0,232000000,0,232000000,25000000,0,0,0,207000000,0,207000000,0,0,95160000,2.30,2.19
AB,2018-03-31,Quarter,867790000,0,0,0,0,65700000,0,65700000,7540000,0,0,0,58160000,0,58160000,,,97320000,0.73,0.60
AB,2018-06-30,Quarter,844740000,0,0,0,0,65390000,0,65390000,6930000,0,0,0,58460000,0,58460000,,,98640000,0.62,0.59
AB,2018-09-30,Quarter,850180000,0,0,0,0,72800000,0,72800000,6900000,0,0,0,65900000,0,65900000,,,97650000,0.69,0.68
AB,2018-12-31,Quarter,804660000,0,0,0,0,66760000,0,66760000,6880000,0,0,0,59880000,0,59880000,,,95580000,0.64,0.63
AB,2018-12-31,Year,0,0,0,0,0,271000000,0,271000000,28000000,0,0,0,242000000,0,242000000,0,0,97290000,2.67,2.50
AB,2019-03-31,Quarter,795460000,0,0,0,0,52640000,0,52640000,6200000,0,0,0,46440000,0,46440000,,,95220000,0.49,0.49
AB,2019-06-30,Quarter,857800000,0,0,0,0,59020000,0,59020000,6750000,0,0,0,52270000,0,52270000,,,96840000,0.56,0.54
AB,2019-09-30,Quarter,877870000,0,0,0,0,66720000,0,66720000,6890000,0,0,0,59830000,0,59830000,,,96520000,0.63,0.62
AB,2019-12-31,Quarter,987300000,0,0,0,0,87910000,0,87910000,7890000,0,0,0,80020000,0,80020000,,,95750000,0.85,0.84
AB,2019-12-31,Year,0,0,0,0,0,266000000,0,266000000,28000000,0,0,0,239000000,0,239000000,0,0,95930000,2.52,2.49
AB,2020-03-31,Quarter,874160000,0,0,0,0,69910000,0,69910000,7660000,0,0,0,62260000,0,62260000,,,98340000,0.64,0.63
AB,2020-06-30,Quarter,871450000,0,0,0,0,63200000,0,63200000,6280000,0,0,0,56930000,0,56930000,,,96900000,0.61,0.59
AB,2020-09-30,Quarter,900040000,0,0,0,0,73870000,0,73870000,6880000,0,0,0,67000000,0,67000000,,,95730000,0.69,0.70
AB,2020-12-31,Quarter,1062890000,0,0,0,0,101420000,0,101420000,8220000,0,0,0,93200000,0,93200000,,,95980000,0.97,0.96
AB,2020-12-31,Year,0,0,0,0,0,308000000,0,308000000,29000000,0,0,0,279000000,0,279000000,0,0,96900000,2.91,2.88
AB,2021-03-31,Quarter,1007270000,0,0,0,0,88910000,0,88910000,7820000,0,0,0,81090000,0,81090000,,,100180000,0.81,0.81
AB,2021-06-30,Quarter,1076820000,0,0,0,0,97410000,0,97410000,6490000,0,0,0,90920000,0,90920000,,,99920000,0.91,0.91
AB,2021-09-30,Quarter,1092830000,0,0,0,0,95920000,0,95920000,7250000,0,0,0,88680000,0,88680000,,,99410000,0.89,0.89
AB,2021-12-31,Quarter,1264680000,0,0,0,0,134090000,0,134090000,8930000,0,0,0,125160000,0,125160000,,,98490000,1.29,1.27
AB,2021-12-31,Year,0,0,0,0,0,416000000,0,416000000,30000000,0,0,0,386000000,0,386000000,0,0,99560000,3.89,3.88
AB,2022-03-31,Quarter,1105690000,0,0,0,0,94350000,0,94350000,8430000,0,0,0,85930000,0,85930000,,,99210000,0.90,0.87
AB,2022-06-30,Quarter,971440000,0,0,0,0,75360000,0,75360000,7220000,0,0,0,68140000,0,68140000,,,98760000,0.71,0.69
AB,2022-09-30,Quarter,986980000,0,0,0,0,63910000,0,63910000,7590000,0,0,0,56320000,0,56320000,,,272650000,0.64,0.56
AB,2022-12-31,Quarter,990180000,0,0,0,0,71890000,0,71890000,8110000,0,0,0,63780000,0,63780000,,,108490000,0.70,0.57
AB,2022-12-31,Year,0,0,0,0,0,306000000,0,306000000,31000000,0,0,0,274000000,0,274000000,0,0,101760000,2.94,2.69
AB,2023-03-31,Quarter,1024090000,0,0,0,0,76380000,0,76380000,8950000,0,0,0,67440000,0,67440000,,,113550000,0.66,0.59
AB,2023-06-30,Quarter,1008460000,0,0,0,0,69120000,0,69120000,8560000,0,0,0,60560000,0,60560000,,,114260000,0.61,0.53
AB,2023-09-30,Quarter,1032060000,0,0,0,0,65760000,0,65760000,8770000,0,0,0,56990000,0,56990000,,,285360000,0.65,0.50
AB,2023-12-31,Quarter,1090720000,0,0,0,0,88520000,0,88520000,9320000,0,0,0,79200000,0,79200000,,,111550000,0.77,0.72
AB,2023-12-31,Year,0,0,0,0,0,300000000,0,300000000,36000000,0,0,0,264000000,0,264000000,0,0,112900000,2.69,2.34
AB,2024-03-31,Quarter,1104150000,0,0,0,0,86280000,0,86280000,9060000,0,0,0,77220000,0,77220000,,,114700000,0.73,0.67
AB,2024-06-30,Quarter,1027940000,0,0,0,0,122710000,0,122710000,9180000,0,0,0,113520000,0,113520000,,,115030000,0.71,0.99
AB,2024-09-30,Quarter,1085490000,0,0,0,0,136370000,0,136370000,9180000,0,0,0,127200000,0,127200000,,,114040000,0.77,1.12
AB,2024-12-31,Quarter,1257560000,0,0,0,0,116590000,0,116590000,11160000,0,0,0,105430000,0,105430000,,,112740000,1.05,0.93
AB,2024-12-31,Year,0,0,0,0,0,462000000,0,462000000,39000000,0,0,0,423000000,0,423000000,0,0,114130000,3.25,3.71
AB,2025-03-31,Quarter,1080610000,0,0,0,0,82750000,0,82750000,8720000,0,0,0,74030000,0,74030000,,,110610000,0.80,0.67
AB,2025-06-30,Quarter,1088910000,0,0,0,0,78830000,0,78830000,8580000,0,0,0,70250000,0,70250000,,,109760000,0.76,0.64
ABAC,2012-12-31,Year,27000000,23000000,3000000,3000000,0,0,0,0,0,0,0,0,0,0,0,3000000,3000000,2650000,-0.08,-0.08
ABAC,2013-12-31,Year,33000000,30000000,3000000,4000000,-1000000,-2000000,0,-3000000,0,-1000000,0,0,-3000000,0,-2000000,3000000,4000000,2920000,-0.16,-0.72
ABAC,2014-12-31,Year,44000000,36000000,8000000,5000000,4000000,2000000,0,5000000,0,0,0,0,4000000,0,5000000,8000000,4000000,5460000,0.92,0.84
ABAC,2015-12-31,Year,37000000,29000000,9000000,5000000,4000000,-1000000,0,3000000,0,0,0,0,3000000,1000000,4000000,7000000,3000000,8280000,0.36,0.52
ABAC,2016-09-30,Quarter,7840000,6980000,860000,950000,-90000,-1690000,0,-1780000,0,-130000,0,0,-1780000,-1050000,-2710000,,,7990000,-0.22,-0.35
ABAC,2016-12-31,Year,34000000,27000000,6000000,4000000,2000000,-2000000,0,1000000,0,0,0,0,1000000,-3000000,-2000000,6000000,3000000,8060000,0.33,-0.22
ABAC,2017-03-31,Quarter,6680000,5740000,940000,910000,30000,0,0,30000,0,0,0,0,30000,0,30000,,,7990000,0.00,0.00
ABAC,2017-06-30,Quarter,6220000,5390000,840000,780000,60000,10000,0,60000,0,0,0,0,60000,0,60000,,,7980000,0.01,0.01
ABAC,2017-09-30,Quarter,6790000,5660000,1130000,770000,360000,20000,0,390000,0,0,0,0,390000,0,390000,,,7980000,0.05,0.05
ABAC,2017-12-31,Quarter,7310000,5970000,1340000,730000,610000,10000,0,630000,0,0,0,0,630000,0,630000,,,7980000,0.08,0.08
ABAC,2017-12-31,Year,27000000,23000000,4000000,3000000,1000000,0,0,1000000,0,0,0,0,1000000,0,1000000,4000000,3000000,7990000,0.14,0.14
ABAC,2018-03-31,Quarter,7230000,6060000,1170000,980000,190000,20000,0,200000,0,0,0,0,200000,0,200000,,,7980000,0.03,0.03
ABAC,2018-06-30,Quarter,6180000,5990000,190000,620000,-430000,20000,0,-420000,0,0,0,0,-420000,0,-420000,,,7980000,-0.05,-0.05
ABAT,2023-09-30,Quarter,0,0,0,6390000,-6390000,-710000,130000,-7230000,0,0,0,0,-7230000,0,-7230000,,,46130000,-0.16,-0.16
ABAT,2023-12-31,Quarter,0,0,0,3920000,-3920000,-1050000,10000,-9290000,0,0,0,0,-9290000,0,-9290000,,,47760000,-0.19,-0.19
ABAT,2024-03-31,Quarter,0,0,0,8600000,-8600000,-1390000,0,-10000000,0,0,0,0,-10000000,0,-10000000,,,51990000,-0.19,-0.19
ABAT,2024-06-30,Quarter,340000,3310000,-2960000,21590000,-24550000,-1420000,10000,-25980000,0,0,0,0,-25980000,0,-25980000,,,54190000,-0.24,-0.48
ABAT,2024-06-30,Year,0,3000000,-3000000,45000000,-48000000,-5000000,0,-53000000,0,0,0,0,-53000000,0,-53000000,-42000000,6000000,51240000,-0.83,-1.02
ABAT,2024-09-30,Quarter,200000,2540000,-2340000,7460000,-9800000,-1890000,0,-11690000,0,0,0,0,-11690000,0,-11690000,,,69520000,-0.14,-0.17
ABAT,2024-12-31,Quarter,330000,3310000,-2970000,10830000,-13800000,400000,0,-13400000,0,0,0,0,-13400000,0,-13400000,,,75320000,-0.18,-0.18
ABAT,2025-03-31,Quarter,980000,3670000,-2690000,7950000,-10640000,-840000,10000,-11500000,0,0,0,0,-11500000,0,-11500000,,,85090000,-0.14,-0.14
ABAX,2013-03-31,Year,186000000,88000000,98000000,56000000,42000000,0,0,42000000,15000000,0,0,0,27000000,0,27000000,49000000,7000000,22380000,1.23,1.23
ABAX,2014-03-31,Year,172000000,89000000,83000000,62000000,21000000,1000000,0,22000000,8000000,0,0,0,14000000,0,14000000,29000000,8000000,22580000,0.63,0.63
ABAX,2015-03-31,Year,203000000,94000000,109000000,75000000,34000000,-1000000,0,33000000,12000000,0,0,0,21000000,7000000,27000000,43000000,9000000,22790000,0.91,1.20
ABAX,2016-03-31,Year,219000000,96000000,123000000,77000000,46000000,1000000,0,47000000,16000000,0,0,0,31000000,1000000,32000000,54000000,8000000,22880000,1.36,1.38
ABAX,2016-09-30,Quarter,58550000,26290000,32260000,20520000,11740000,6280000,0,18020000,6540000,0,0,0,11490000,-60000,11430000,,,22750000,0.34,0.50
ABAX,2016-12-31,Quarter,52770000,23370000,29400000,18570000,10830000,-50000,0,10790000,3930000,0,0,0,6860000,-20000,6840000,,,22790000,0.30,0.30
ABAX,2017-03-31,Quarter,58200000,26020000,32180000,21020000,11160000,430000,0,11590000,4050000,0,0,0,7540000,10000,7550000,,,22870000,0.33,0.34
ABAX,2017-03-31,Year,227000000,101000000,126000000,81000000,44000000,7000000,0,51000000,18000000,0,0,0,33000000,0,33000000,53000000,8000000,22800000,1.27,1.44
ABAX,2017-06-30,Quarter,58260000,26310000,31940000,23480000,8460000,1310000,0,9770000,3440000,0,0,0,6330000,0,6330000,,,22970000,0.28,0.28
ABB,2012-12-31,Year,39336000000,27958000000,11378000000,7320000000,4058000000,73000000,293000000,3838000000,1030000000,108000000,0,0,2808000000,4000000,2704000000,5240000000,1182000000,2295000000,1.18,1.18
ABB,2013-12-31,Year,41848000000,29856000000,11992000000,7605000000,4387000000,69000000,390000000,4066000000,1122000000,120000000,0,0,2944000000,-37000000,2787000000,5705000000,1318000000,2305000000,1.23,1.21
ABB,2014-12-31,Year,39830000000,28615000000,11215000000,7037000000,4178000000,80000000,362000000,3896000000,1202000000,124000000,0,0,2694000000,24000000,2594000000,5483000000,1305000000,2295000000,1.28,1.13
ABB,2015-12-31,Year,35481000000,25347000000,10134000000,7085000000,3049000000,77000000,286000000,2840000000,788000000,122000000,0,0,2052000000,3000000,1933000000,4209000000,1160000000,2230000000,1.35,0.87
ABB,2016-09-30,Quarter,8255000000,5796000000,2459000000,1581000000,878000000,16000000,84000000,810000000,237000000,21000000,0,0,573000000,16000000,568000000,,,2139000000,0.32,0.27
ABB,2016-12-31,Quarter,8993000000,6478000000,2515000000,1837000000,678000000,19000000,31000000,666000000,194000000,49000000,0,0,472000000,2000000,425000000,,,2141000000,0.33,0.19
ABB,2016-12-31,Year,33828000000,24081000000,9747000000,6760000000,2987000000,73000000,261000000,2799000000,781000000,135000000,0,0,2018000000,16000000,1899000000,4122000000,1135000000,2154000000,1.29,0.88
ABB,2017-03-31,Quarter,7854000000,5481000000,2373000000,1343000000,1030000000,17000000,79000000,968000000,208000000,34000000,0,0,760000000,-2000000,724000000,,,2148000000,0.28,0.34
ABB,2017-06-30,Quarter,8454000000,5855000000,2599000000,1715000000,884000000,18000000,74000000,828000000,248000000,56000000,0,0,580000000,1000000,525000000,,,2151000000,0.30,0.24
ABB,2017-09-30,Quarter,8724000000,6055000000,2669000000,1761000000,908000000,20000000,74000000,854000000,246000000,32000000,0,0,608000000,-5000000,571000000,,,2142000000,0.34,0.27
ABB,2017-12-31,Quarter,9280000000,6655000000,2625000000,2013000000,612000000,19000000,50000000,581000000,158000000,30000000,0,0,423000000,0,393000000,,,2150000000,0.33,0.18
ABB,2017-12-31,Year,34312000000,24046000000,10266000000,6832000000,3434000000,74000000,277000000,3231000000,860000000,152000000,0,0,2371000000,-6000000,2213000000,4535000000,1101000000,2148000000,1.25,1.03
ABB,2018-03-31,Quarter,8627000000,5919000000,2708000000,1783000000,925000000,23000000,108000000,840000000,235000000,28000000,0,0,605000000,-5000000,572000000,,,2145000000,0.31,0.27
ABB,2018-06-30,Quarter,8889000000,6160000000,2729000000,1767000000,962000000,56000000,45000000,973000000,264000000,36000000,0,0,709000000,8000000,681000000,,,2138000000,0.37,0.32
ABB,2018-09-30,Quarter,9257000000,6590000000,2667000000,1759000000,908000000,42000000,91000000,859000000,223000000,33000000,0,0,636000000,0,603000000,,,2138000000,0.34,0.28
ABB,2018-12-31,Quarter,889000000,449000000,440000000,1009000000,-569000000,34000000,18000000,-553000000,-178000000,28000000,0,0,-375000000,720000000,317000000,,,2134000000,0.30,0.15
ABB,2018-12-31,Year,27662000000,19118000000,8544000000,6318000000,2226000000,155000000,262000000,2119000000,544000000,125000000,0,0,1575000000,723000000,2173000000,3142000000,916000000,2139000000,1.33,1.02
ABB,2019-03-31,Quarter,6847000000,4638000000,2209000000,1619000000,590000000,42000000,62000000,570000000,155000000,29000000,0,0,415000000,149000000,535000000,,,2134000000,0.31,0.25
ABB,2019-06-30,Quarter,7171000000,4871000000,2300000000,2177000000,123000000,39000000,61000000,101000000,155000000,24000000,0,0,-54000000,142000000,64000000,,,2132000000,0.34,0.03
ABB,2019-09-30,Quarter,6892000000,4702000000,2190000000,1613000000,577000000,43000000,56000000,564000000,142000000,4000000,0,0,422000000,97000000,515000000,,,2135000000,0.33,0.24
ABB,2019-12-31,Quarter,7068000000,4861000000,2207000000,1559000000,648000000,15000000,36000000,627000000,320000000,32000000,0,0,307000000,50000000,325000000,,,2137000000,0.27,0.15
ABB,2019-12-31,Year,27978000000,19072000000,8906000000,6968000000,1938000000,139000000,215000000,1862000000,772000000,89000000,0,0,1090000000,438000000,1439000000,2899000000,961000000,2135000000,1.24,0.67
ABB,2020-03-31,Quarter,6216000000,4306000000,1910000000,1537000000,373000000,54000000,22000000,405000000,79000000,4000000,0,0,326000000,54000000,376000000,,,2138000000,0.30,0.18
ABB,2020-06-30,Quarter,6154000000,4167000000,1987000000,1416000000,571000000,44000000,90000000,525000000,130000000,27000000,0,0,395000000,-49000000,319000000,,,2137000000,0.22,0.15
ABB,2020-09-30,Quarter,6582000000,4748000000,1834000000,1452000000,382000000,-331000000,79000000,-339000000,-164000000,-5000000,0,0,-503000000,5038000000,4540000000,,,2119000000,0.21,2.14
ABB,2020-12-31,Quarter,7182000000,5035000000,2147000000,1569000000,578000000,-279000000,49000000,250000000,451000000,33000000,0,0,127000000,-183000000,-89000000,,,2071000000,0.26,-0.04
ABB,2020-12-31,Year,26134000000,18256000000,7878000000,5974000000,1904000000,-823000000,240000000,841000000,496000000,59000000,0,0,345000000,4860000000,5146000000,2819000000,915000000,2119000000,0.98,2.43
ABB,2021-03-31,Quarter,6901000000,4633000000,2268000000,1471000000,797000000,61000000,55000000,803000000,252000000,21000000,0,0,551000000,-28000000,502000000,,,2034000000,0.31,0.25
ABB,2021-06-30,Quarter,7449000000,4941000000,2508000000,1414000000,1094000000,53000000,36000000,1111000000,322000000,29000000,0,0,789000000,-8000000,752000000,,,2031000000,0.37,0.37
ABB,2021-09-30,Quarter,7028000000,4734000000,2294000000,1442000000,852000000,53000000,17000000,888000000,201000000,26000000,0,0,687000000,-9000000,652000000,,,2019000000,0.37,0.32
ABB,2021-12-31,Quarter,7567000000,5170000000,2397000000,-578000000,2975000000,50000000,40000000,2985000000,282000000,28000000,0,0,2703000000,-35000000,2640000000,,,1991000000,0.34,1.31
ABB,2021-12-31,Year,28945000000,19478000000,9467000000,3749000000,5718000000,217000000,148000000,5787000000,1057000000,104000000,0,0,4730000000,-80000000,4546000000,6611000000,893000000,2019000000,1.50,2.25
ABB,2022-03-31,Quarter,6965000000,6965000000,0,1424000000,-1424000000,49000000,22000000,884000000,241000000,28000000,0,0,643000000,-11000000,604000000,,,1953000000,0.31,0.31
